Programa;Episódio;Título;Convidado;YouTube;Canva (edição);Página Canva;Drive (ver);Drive (download);Download direto (PNG);Arquivo
Anima Podcast;#1;Crise de ansiedade: como controlar?;João Marcos Ferreira;https://youtu.be/Ztv9iBN5TLM;https://www.canva.com/design/DAHT5YKM5yA/edit?page=4;4;https://drive.google.com/file/d/1kDHOTd2ks_LN93IEckG2iFB87GkACrVW/view;https://drive.google.com/uc?export=download&id=1kDHOTd2ks_LN93IEckG2iFB87GkACrVW;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%231%20-%20Jo%C3%A3o%20Marcos%20Ferreira.png;#1 - João Marcos Ferreira.png
Anima Podcast;#2;Vida corrida x saúde mental;Ana Beatriz Barbosa;https://youtu.be/MO3rG5BBGH8;https://www.canva.com/design/DAHT5YKM5yA/edit?page=3;3;https://drive.google.com/file/d/1sJUehaIcI7f4RxTuBuffWQDqEMGNqtSS/view;https://drive.google.com/uc?export=download&id=1sJUehaIcI7f4RxTuBuffWQDqEMGNqtSS;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%232%20-%20Ana%20Beatriz%20Barbosa.png;#2 - Ana Beatriz Barbosa.png
Anima Podcast;#3;Não desista da maternidade;Talita Melo;https://youtu.be/c_ea3-0Uwxo;https://www.canva.com/design/DAHT5YKM5yA/edit?page=2;2;https://drive.google.com/file/d/1OQ_vH8qnQLRmYbtv2tGU7VvmYNe5IlM6/view;https://drive.google.com/uc?export=download&id=1OQ_vH8qnQLRmYbtv2tGU7VvmYNe5IlM6;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%233%20-%20Talita%20Melo.png;#3 - Talita Melo.png
Anima Podcast;#4;Como funciona o cérebro com TDAH;Alex Rocha;https://youtu.be/3i3jjUkiMSU;https://www.canva.com/design/DAHT5YKM5yA/edit?page=1;1;https://drive.google.com/file/d/13XWgJBS3GR-UJ6D4E8vzqS0E7WeF65Pi/view;https://drive.google.com/uc?export=download&id=13XWgJBS3GR-UJ6D4E8vzqS0E7WeF65Pi;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%234%20-%20Alex%20Rocha.png;#4 - Alex Rocha.png
Anima Podcast;#5;O perigo da alfabetização precoce;João Lucas;https://youtu.be/dgmgi4nrOAQ;https://www.canva.com/design/DAHT5NXToGQ/edit?page=25;25;https://drive.google.com/file/d/1yccG5F2vQYDnlo6PkupJa0zwoUuFk9i8/view;https://drive.google.com/uc?export=download&id=1yccG5F2vQYDnlo6PkupJa0zwoUuFk9i8;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%235%20-%20Jo%C3%A3o%20Lucas.png;#5 - João Lucas.png
Anima Podcast;#6;É doença ou falta de ferro?;Tuane Villela;https://youtu.be/BIOxZ_ZkYHU;https://www.canva.com/design/DAHT5NXToGQ/edit?page=24;24;https://drive.google.com/file/d/1lc0xNy5R0qGJuqKafJDiPXc2cgiUZP3k/view;https://drive.google.com/uc?export=download&id=1lc0xNy5R0qGJuqKafJDiPXc2cgiUZP3k;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%236%20-%20Tuane%20Villela.png;#6 - Tuane Villela.png
Anima Podcast;#7;Autismo, TDAH ou mutismo seletivo?;Natasha Ganem;https://youtu.be/nwgBRODgZ4c;https://www.canva.com/design/DAHT5IrBs84/edit?page=25;25;https://drive.google.com/file/d/1BcG_WeNZC_JNqI9NgoT6FElbCXzwcHXo/view;https://drive.google.com/uc?export=download&id=1BcG_WeNZC_JNqI9NgoT6FElbCXzwcHXo;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%237%20-%20Natasha%20Ganem.png;#7 - Natasha Ganem.png
Anima Podcast;#8;Maternidade atípica;Andressa Du Costa;https://youtu.be/I7dy9F2Beds;https://www.canva.com/design/DAHT5IrBs84/edit?page=24;24;https://drive.google.com/file/d/1KTFZ_IRAK2mb96KvxWzKjkm6Ea8Dbj8F/view;https://drive.google.com/uc?export=download&id=1KTFZ_IRAK2mb96KvxWzKjkm6Ea8Dbj8F;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%238%20-%20Andressa%20Du%20Costa.png;#8 - Andressa Du Costa.png
Anima Podcast;#9;Posicionamento digital na saúde;Camila Nardi;https://youtu.be/lXhQIMzq6yw;https://www.canva.com/design/DAHT5IrBs84/edit?page=23;23;https://drive.google.com/file/d/1iTxWT3SkrdPlxeO99jPR24JDXmE0oNM5/view;https://drive.google.com/uc?export=download&id=1iTxWT3SkrdPlxeO99jPR24JDXmE0oNM5;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%239%20-%20Camila%20Nardi.png;#9 - Camila Nardi.png
Anima Podcast;#10;Autismo feminino: o lado invisível;Elizangila Leite;https://youtu.be/bOHFBihZ9TQ;https://www.canva.com/design/DAHT5IrBs84/edit?page=22;22;https://drive.google.com/file/d/1kEX_PIvD5_5rb6ioJ08uMwzgXJ8Z1rrf/view;https://drive.google.com/uc?export=download&id=1kEX_PIvD5_5rb6ioJ08uMwzgXJ8Z1rrf;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2310%20-%20Elizangila%20Leite.png;#10 - Elizangila Leite.png
Anima Podcast;#11;Superdotação: a verdade escondida;Olzeni Ribeiro;https://youtu.be/5wryP9sMybM;https://www.canva.com/design/DAHT5NXToGQ/edit?page=23;23;https://drive.google.com/file/d/1C9ZTnBRG29rntEajMqVUvbx4T0zaTcge/view;https://drive.google.com/uc?export=download&id=1C9ZTnBRG29rntEajMqVUvbx4T0zaTcge;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2311%20-%20Olzeni%20Ribeiro.png;#11 - Olzeni Ribeiro.png
Anima Podcast;#12;Como educar crianças autistas;Mariana Vilas Boas;https://youtu.be/K5YHndQPkNs;https://www.canva.com/design/DAHT5NXToGQ/edit?page=22;22;https://drive.google.com/file/d/1HHK-x0EEurakA5Yk-7FyxcaLYKjD9wdU/view;https://drive.google.com/uc?export=download&id=1HHK-x0EEurakA5Yk-7FyxcaLYKjD9wdU;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2312%20-%20Mariana%20Vilas%20Boas.png;#12 - Mariana Vilas Boas.png
Anima Podcast;#13;A verdade sobre o emagrecimento;Tamiris Rachid;https://youtu.be/tSR6v05_DEs;https://www.canva.com/design/DAHT5NXToGQ/edit?page=21;21;https://drive.google.com/file/d/1khfe_OluWFgfU94bnI1cZhHu-xIUkR0G/view;https://drive.google.com/uc?export=download&id=1khfe_OluWFgfU94bnI1cZhHu-xIUkR0G;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2313%20-%20Tamiris%20Rachid.png;#13 - Tamiris Rachid.png
Anima Podcast;#14;Fé e ciência: o método Billings;Pâmela Schitine;https://youtu.be/4CNFTmkOqeE;https://www.canva.com/design/DAHT5IrBs84/edit?page=21;21;https://drive.google.com/file/d/1yO4vjiKLu7LrrQcJe56B9rqkJ_UJjx_U/view;https://drive.google.com/uc?export=download&id=1yO4vjiKLu7LrrQcJe56B9rqkJ_UJjx_U;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2314%20-%20P%C3%A2mela%20Schitine.png;#14 - Pâmela Schitine.png
Anima Podcast;#15;A batalha da dor crônica;Flávia Nascimento;https://youtu.be/OHGcc5-DRpU;https://www.canva.com/design/DAHT5NXToGQ/edit?page=20;20;https://drive.google.com/file/d/1RMKG6Jqx8CoLBzaUKuN0RbGddZJCKEsM/view;https://drive.google.com/uc?export=download&id=1RMKG6Jqx8CoLBzaUKuN0RbGddZJCKEsM;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2315%20-%20Fl%C3%A1via%20Nascimento.png;#15 - Flávia Nascimento.png
Anima Podcast;#16;Medicina e espiritualidade;Bruno Farnetano;https://youtu.be/wZPNFANzgsI;https://www.canva.com/design/DAHT5NXToGQ/edit?page=19;19;https://drive.google.com/file/d/1s3hDGFvLPjRdtFtY4ookpu1Y8PlvAi_b/view;https://drive.google.com/uc?export=download&id=1s3hDGFvLPjRdtFtY4ookpu1Y8PlvAi_b;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2316%20-%20Bruno%20Farnetano.png;#16 - Bruno Farnetano.png
Anima Podcast;#17;Como os hormônios afetam você;Diogo Viana;https://youtu.be/03i7XWQSx74;https://www.canva.com/design/DAHT5NXToGQ/edit?page=18;18;https://drive.google.com/file/d/1z9_8I-IasU64KTv5zzdPYJVixHRvFthM/view;https://drive.google.com/uc?export=download&id=1z9_8I-IasU64KTv5zzdPYJVixHRvFthM;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2317%20-%20Diogo%20Viana.png;#17 - Diogo Viana.png
Anima Podcast;#18;Emagrecer só com cirurgia?;Cris Alberti;https://youtu.be/bzvtsxcB2N4;https://www.canva.com/design/DAHT5IrBs84/edit?page=20;20;https://drive.google.com/file/d/1vT0qWzpZZ7kvFetqhwie_O7ragYbSmOu/view;https://drive.google.com/uc?export=download&id=1vT0qWzpZZ7kvFetqhwie_O7ragYbSmOu;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2318%20-%20Cris%20Alberti.png;#18 - Cris Alberti.png
Anima Podcast;#19;Aumente a fertilidade de forma natural;Eduardo Honorato;https://youtu.be/NemdB5yDfO4;https://www.canva.com/design/DAHT5NXToGQ/edit?page=17;17;https://drive.google.com/file/d/1pM5GJbzvnprVOzXHJ-G9yYYi7mBzyOuk/view;https://drive.google.com/uc?export=download&id=1pM5GJbzvnprVOzXHJ-G9yYYi7mBzyOuk;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2319%20-%20Eduardo%20Honorato.png;#19 - Eduardo Honorato.png
Anima Podcast;#20;A verdade sobre a maternidade;Bianca Quevedo;https://youtu.be/NTvwq18J82M;https://www.canva.com/design/DAHT5NXToGQ/edit?page=16;16;https://drive.google.com/file/d/1S2X-or4I0eXxGZ4t-9XpwwaOQeSKRfEW/view;https://drive.google.com/uc?export=download&id=1S2X-or4I0eXxGZ4t-9XpwwaOQeSKRfEW;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2320%20-%20Bianca%20Quevedo.png;#20 - Bianca Quevedo.png
Anima Podcast;#21;Saúde pélvica: cuidados e terapias;Michelle Paixão;https://youtu.be/9OhtwcpKhqY;https://www.canva.com/design/DAHT5NXToGQ/edit?page=15;15;https://drive.google.com/file/d/1xC-THkbkfbbGkhGjsCddnVMy_0vJFUTv/view;https://drive.google.com/uc?export=download&id=1xC-THkbkfbbGkhGjsCddnVMy_0vJFUTv;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2321%20-%20Michelle%20Paix%C3%A3o.png;#21 - Michelle Paixão.png
Anima Podcast;#22;A saúde segundo Santa Hildegarda;Priscila Antunes;https://youtu.be/gOBVOrjqcW8;https://www.canva.com/design/DAHT5NXToGQ/edit?page=14;14;https://drive.google.com/file/d/1Yp0AGPkk1G_rGjS4nXgOxea8OXez-nRk/view;https://drive.google.com/uc?export=download&id=1Yp0AGPkk1G_rGjS4nXgOxea8OXez-nRk;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2322%20-%20Priscila%20Antunes.png;#22 - Priscila Antunes.png
Anima Podcast;#23;Desfralde tardio e doenças;Aureanne Villacorta;https://youtu.be/4viMm6EdCSE;https://www.canva.com/design/DAHT5IrBs84/edit?page=19;19;https://drive.google.com/file/d/17A1mVFHoAw97GU-I3s8pUDfbWYgygBtl/view;https://drive.google.com/uc?export=download&id=17A1mVFHoAw97GU-I3s8pUDfbWYgygBtl;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2323%20-%20Aureanne%20Villacorta.png;#23 - Aureanne Villacorta.png
Anima Podcast;#24;Fertilidade feminina sem mistérios;Filipe Duarte;https://youtu.be/N4ypltLGvm4;https://www.canva.com/design/DAHT5IrBs84/edit?page=18;18;https://drive.google.com/file/d/1AW-POFTjDF8DFuXlePQfGN_6tfQlf2Yn/view;https://drive.google.com/uc?export=download&id=1AW-POFTjDF8DFuXlePQfGN_6tfQlf2Yn;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2324%20-%20Filipe%20Duarte.png;#24 - Filipe Duarte.png
Anima Podcast;#25;Não é só gordurinha no fígado;Anderson Brito;https://youtu.be/-cOwNX9wwYI;https://www.canva.com/design/DAHT5IrBs84/edit?page=17;17;https://drive.google.com/file/d/1HcSJGB_e2-62miNx5LFcvLxhKl30CMTd/view;https://drive.google.com/uc?export=download&id=1HcSJGB_e2-62miNx5LFcvLxhKl30CMTd;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2325%20-%20Anderson%20Brito.png;#25 - Anderson Brito.png
Anima Podcast;#26;Sua saúde começa no intestino;Roberta Rigueira;https://youtu.be/oVaMeIEwZcw;https://www.canva.com/design/DAHT5IrBs84/edit?page=16;16;https://drive.google.com/file/d/1niACEYGeJO3AxGlY2xzEVwyMBOC-NsNL/view;https://drive.google.com/uc?export=download&id=1niACEYGeJO3AxGlY2xzEVwyMBOC-NsNL;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2326%20-%20Roberta%20Rigueira.png;#26 - Roberta Rigueira.png
Anima Podcast;#27;Consultório médico de sucesso;Clara Morena;https://youtu.be/S9MO3CZQLtc;https://www.canva.com/design/DAHT5IrBs84/edit?page=15;15;https://drive.google.com/file/d/1DP-ZOnsaW6c89WPgh1CeTVpJMAdzocZh/view;https://drive.google.com/uc?export=download&id=1DP-ZOnsaW6c89WPgh1CeTVpJMAdzocZh;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2327%20-%20Clara%20Morena.png;#27 - Clara Morena.png
Anima Podcast;#28;Hormônios e a saúde feminina;Leonardo Jacobsen;https://youtu.be/bKIaVqstvRs;https://www.canva.com/design/DAHT5NXToGQ/edit?page=13;13;https://drive.google.com/file/d/11-MWEAhOp1hcG2pUlfmEko8ZIm0dTnu6/view;https://drive.google.com/uc?export=download&id=11-MWEAhOp1hcG2pUlfmEko8ZIm0dTnu6;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2328%20-%20Leonardo%20Jacobsen.png;#28 - Leonardo Jacobsen.png
Anima Podcast;#29;O valor da vida humana;Carolina Delage;https://youtu.be/UlOHMw676s0;https://www.canva.com/design/DAHT5NXToGQ/edit?page=12;12;https://drive.google.com/file/d/1oHGcmeKbHZspwq8KCW5uxJLryodHmOzE/view;https://drive.google.com/uc?export=download&id=1oHGcmeKbHZspwq8KCW5uxJLryodHmOzE;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2329%20-%20Carolina%20Delage.png;#29 - Carolina Delage.png
Anima Podcast;#30;Infertilidade: quando buscar a terapia?;Felipe Magalhães;https://youtu.be/jvuTq8hytR8;https://www.canva.com/design/DAHT5IrBs84/edit?page=14;14;https://drive.google.com/file/d/18Kud4w9rSMO3pn8S0MYWsJFPd8hHHU6u/view;https://drive.google.com/uc?export=download&id=18Kud4w9rSMO3pn8S0MYWsJFPd8hHHU6u;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2330%20-%20Felipe%20Magalh%C3%A3es.png;#30 - Felipe Magalhães.png
Anima Podcast;#31;Câncer de pele: diagnóstico precoce;Caroline Brandão;https://youtu.be/GPRtg_kwVZk;https://www.canva.com/design/DAHT5IrBs84/edit?page=13;13;https://drive.google.com/file/d/1-s67KIwkUCqSedo6t8GgSbJbuwsvMYLC/view;https://drive.google.com/uc?export=download&id=1-s67KIwkUCqSedo6t8GgSbJbuwsvMYLC;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2331%20-%20Caroline%20Brand%C3%A3o.png;#31 - Caroline Brandão.png
Anima Podcast;#32;Dormir bem transforma tudo;Isabel Braga;https://youtu.be/tvj54udXdzc;https://www.canva.com/design/DAHT5NXToGQ/edit?page=11;11;https://drive.google.com/file/d/1_GWlnDrcX2WFhz61kCCsCg3xbuLjg1SW/view;https://drive.google.com/uc?export=download&id=1_GWlnDrcX2WFhz61kCCsCg3xbuLjg1SW;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2332%20-%20Isabel%20Braga.png;#32 - Isabel Braga.png
Anima Podcast;#33;Cuide bem do seu coração;Rodrigo Reis;https://youtu.be/3UieliKQi90;https://www.canva.com/design/DAHT5NXToGQ/edit?page=10;10;https://drive.google.com/file/d/1CXNalPbKewDVi-ln76R1dfS5MIq27jFo/view;https://drive.google.com/uc?export=download&id=1CXNalPbKewDVi-ln76R1dfS5MIq27jFo;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2333%20-%20Rodrigo%20Reis.png;#33 - Rodrigo Reis.png
Anima Podcast;#34;A saúde mental do seu filho;Marcelo Masruha;https://youtu.be/V4-mUPCkQZQ;https://www.canva.com/design/DAHT5NXToGQ/edit?page=9;9;https://drive.google.com/file/d/1JLIT7bsWgqR7AKctO5WI6f54Ytknv6jW/view;https://drive.google.com/uc?export=download&id=1JLIT7bsWgqR7AKctO5WI6f54Ytknv6jW;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2334%20-%20Marcelo%20Masruha.png;#34 - Marcelo Masruha.png
Anima Podcast;#35;Cuide bem dos seus olhos;Leonardo Fontana;https://youtu.be/OtKur3NXcuA;https://www.canva.com/design/DAHT5NXToGQ/edit?page=8;8;https://drive.google.com/file/d/182xb0r-Na-3DkTiYv1VtkjrLmADqdEZn/view;https://drive.google.com/uc?export=download&id=182xb0r-Na-3DkTiYv1VtkjrLmADqdEZn;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2335%20-%20Leonardo%20Fontana.png;#35 - Leonardo Fontana.png
Anima Podcast;#36;Tudo sobre a saúde respiratória;Renato Azambuja;https://youtu.be/4AD-aQZhzW4;https://www.canva.com/design/DAHT5NXToGQ/edit?page=7;7;https://drive.google.com/file/d/1p60dmTqEZtRBS6zS3KtNiuXyY-tdxrvr/view;https://drive.google.com/uc?export=download&id=1p60dmTqEZtRBS6zS3KtNiuXyY-tdxrvr;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2336%20-%20Renato%20Azambuja.png;#36 - Renato Azambuja.png
Anima Podcast;#37;Tudo sobre o Alzheimer;Henrique Cal;https://youtu.be/NSuZ5pkcNoY;https://www.canva.com/design/DAHT5NXToGQ/edit?page=6;6;https://drive.google.com/file/d/1O9JMVU94qFBajyGIfwxmn2JNgC71ZKkw/view;https://drive.google.com/uc?export=download&id=1O9JMVU94qFBajyGIfwxmn2JNgC71ZKkw;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2337%20-%20Henrique%20Cal.png;#37 - Henrique Cal.png
Anima Podcast;#38;Tudo sobre a saúde infantil;Ana Carolina Goulart;https://youtu.be/IsbQ-eWGqzg;https://www.canva.com/design/DAHT5NXToGQ/edit?page=5;5;https://drive.google.com/file/d/1V5Q3vKqTxc6IHkkEWX4OQJ58AZCXBDl7/view;https://drive.google.com/uc?export=download&id=1V5Q3vKqTxc6IHkkEWX4OQJ58AZCXBDl7;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2338%20-%20Ana%20Carolina%20Goulart.png;#38 - Ana Carolina Goulart.png
Anima Podcast;#39;Depressão: a doença do século XXI;Dario Leitão;https://youtu.be/DNJoE3Hkghk;https://www.canva.com/design/DAHT5ESs_-o/edit?page=25;25;https://drive.google.com/file/d/1ibkXc3GZHa0KHmElM94J7MjtpuMRUlLk/view;https://drive.google.com/uc?export=download&id=1ibkXc3GZHa0KHmElM94J7MjtpuMRUlLk;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2339%20-%20Dario%20Leit%C3%A3o.png;#39 - Dario Leitão.png
Anima Podcast;#40;Nutrição para cada temperamento;Carol Barros;https://youtu.be/fEO-0upusZo;https://www.canva.com/design/DAHT5ESs_-o/edit?page=24;24;https://drive.google.com/file/d/1rNkm7m0Rb6rzWTYoCVri1_JGv1qWHSIJ/view;https://drive.google.com/uc?export=download&id=1rNkm7m0Rb6rzWTYoCVri1_JGv1qWHSIJ;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2340%20-%20Carol%20Barros.png;#40 - Carol Barros.png
Anima Podcast;#41;Endometriose: quando operar?;Lucas Vinhas;https://youtu.be/oypPw2mzMQM;https://www.canva.com/design/DAHT5ESs_-o/edit?page=23;23;https://drive.google.com/file/d/1NPWb432dp5RUt8rbohXDhtGZHoFfSZjf/view;https://drive.google.com/uc?export=download&id=1NPWb432dp5RUt8rbohXDhtGZHoFfSZjf;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2341%20-%20Lucas%20Vinhas.png;#41 - Lucas Vinhas.png
Anima Podcast;#42;Burnout;Paula Campozan;https://youtu.be/0NKwFQhp52s;https://www.canva.com/design/DAHT5ESs_-o/edit?page=22;22;https://drive.google.com/file/d/1VkWmCpVdlfhrul5_jAzQIkFVkx8_xj1p/view;https://drive.google.com/uc?export=download&id=1VkWmCpVdlfhrul5_jAzQIkFVkx8_xj1p;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2342%20-%20Paula%20Campozan.png;#42 - Paula Campozan.png
Anima Podcast;#43;Varizes: causas e soluções;Carina Brandão;https://youtu.be/NKNN4XZsHE8;https://www.canva.com/design/DAHT5ESs_-o/edit?page=21;21;https://drive.google.com/file/d/1xoNI81H9XsDF0SoYFb5p-B3beywrk12E/view;https://drive.google.com/uc?export=download&id=1xoNI81H9XsDF0SoYFb5p-B3beywrk12E;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2343%20-%20Carina%20Brand%C3%A3o.png;#43 - Carina Brandão.png
Anima Podcast;#44;Ultrassom na gravidez;Heron Werner;https://youtu.be/dz8NPQAx2kY;https://www.canva.com/design/DAHT5ESs_-o/edit?page=20;20;https://drive.google.com/file/d/1jpRPWGPfHP0UTcXgWnuEXs5jYQ6RG8wE/view;https://drive.google.com/uc?export=download&id=1jpRPWGPfHP0UTcXgWnuEXs5jYQ6RG8wE;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2344%20-%20Heron%20Werner.png;#44 - Heron Werner.png
Anima Podcast;#45;Bebês viram lixo hospitalar;Henrique Lima;https://youtu.be/P4wBM7Jslpk;https://www.canva.com/design/DAHT5IC7CDA/edit?page=15;15;https://drive.google.com/file/d/1q_0wQi1Y8koGcdWPW5W7cqYAk3wZ_Fmg/view;https://drive.google.com/uc?export=download&id=1q_0wQi1Y8koGcdWPW5W7cqYAk3wZ_Fmg;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2345%20-%20Henrique%20Lima.png;#45 - Henrique Lima.png
Anima Podcast;#46;Cristianismo é de matriz africana?;Patricia Silva;https://youtu.be/0SUj7WOExgw;https://www.canva.com/design/DAHT5NXToGQ/edit?page=4;4;https://drive.google.com/file/d/1Z53yzpEgIOwZcWCQG03cZEFNa5phiX7A/view;https://drive.google.com/uc?export=download&id=1Z53yzpEgIOwZcWCQG03cZEFNa5phiX7A;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2346%20-%20Patricia%20Silva.png;#46 - Patricia Silva.png
Anima Podcast;#47;Antifeminista, eu? Claro!;Pietra Bertolazzi;https://youtu.be/ahq0x-dkY48;https://www.canva.com/design/DAHT5IC7CDA/edit?page=14;14;https://drive.google.com/file/d/1vS09HnB6G1VVzGqbRQiEV8ofuoZ_DzKo/view;https://drive.google.com/uc?export=download&id=1vS09HnB6G1VVzGqbRQiEV8ofuoZ_DzKo;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2347%20-%20Pietra%20Bertolazzi.png;#47 - Pietra Bertolazzi.png
Anima Podcast;#48;De ex-pastor a católico;Prof. Eduardo Faria;https://youtu.be/_urbYhkOqwc;https://www.canva.com/design/DAHT5IC7CDA/edit?page=13;13;https://drive.google.com/file/d/1041O_Uu_Jd-iFH7y_I3pYzSRuChcWNA4/view;https://drive.google.com/uc?export=download&id=1041O_Uu_Jd-iFH7y_I3pYzSRuChcWNA4;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2348%20-%20Prof.%20Eduardo%20Faria.png;#48 - Prof. Eduardo Faria.png
Anima Podcast;#49;Meu anjo da guarda me salvou;Joaquim Carvalho Pedra;https://youtu.be/WEcwpXRiudA;https://www.canva.com/design/DAHT5IC7CDA/edit?page=12;12;https://drive.google.com/file/d/1jCh7_C8YUfra1OP0R6lz33s7r1fTjzHk/view;https://drive.google.com/uc?export=download&id=1jCh7_C8YUfra1OP0R6lz33s7r1fTjzHk;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2349%20-%20Joaquim%20Carvalho%20Pedra.png;#49 - Joaquim Carvalho Pedra.png
Anima Podcast;#50;O feminismo é um movimento comunista;Mariana Brito;https://youtu.be/KasFbisjZzY;https://www.canva.com/design/DAHT5IC7CDA/edit?page=11;11;https://drive.google.com/file/d/1r2zRbt3tNlgfV_JOhT8r-9u5UHMus1P0/view;https://drive.google.com/uc?export=download&id=1r2zRbt3tNlgfV_JOhT8r-9u5UHMus1P0;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2350%20-%20Mariana%20Brito.png;#50 - Mariana Brito.png
Anima Podcast;#52;Política e catolicismo se misturam?;Márcio Gualberto;https://youtu.be/zqPElXiMasw;https://www.canva.com/design/DAHT5IC7CDA/edit?page=10;10;https://drive.google.com/file/d/1f-enb3b680amPKiXU-wlNcpADjLoXXRx/view;https://drive.google.com/uc?export=download&id=1f-enb3b680amPKiXU-wlNcpADjLoXXRx;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2352%20-%20M%C3%A1rcio%20Gualberto.png;#52 - Márcio Gualberto.png
Anima Podcast;#53;Como ter sucesso no digital;Arno Alcântara;https://youtu.be/chMAWFHLpCY;https://www.canva.com/design/DAHT5IC7CDA/edit?page=9;9;https://drive.google.com/file/d/1eEJkxmQ0Z-rdAvew0GILKFBbFpdBbp25/view;https://drive.google.com/uc?export=download&id=1eEJkxmQ0Z-rdAvew0GILKFBbFpdBbp25;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2353%20-%20Arno%20Alc%C3%A2ntara.png;#53 - Arno Alcântara.png
Anima Podcast;#54;Sou um milagre;Eliana Ribeiro;https://youtu.be/ehu71Z13r40;https://www.canva.com/design/DAHT5IC7CDA/edit?page=8;8;https://drive.google.com/file/d/1xlst4wsAnY7dzO2amS0o5mE3mPmkWWjD/view;https://drive.google.com/uc?export=download&id=1xlst4wsAnY7dzO2amS0o5mE3mPmkWWjD;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2354%20-%20Eliana%20Ribeiro.png;#54 - Eliana Ribeiro.png
Anima Podcast;#55;Adoção espiritual: salve bebês do aborto;Dom Tiago Stanislaw;https://youtu.be/LeymeZyrRz8;https://www.canva.com/design/DAHT5IC7CDA/edit?page=7;7;https://drive.google.com/file/d/1hYaD0flwKhhrdKM0NYpjwS9VoatmNfIQ/view;https://drive.google.com/uc?export=download&id=1hYaD0flwKhhrdKM0NYpjwS9VoatmNfIQ;https://audiovisual-anima.github.io/thumbs-anima/anima-podcast/png/%2355%20-%20Dom%20Tiago%20Stanislaw.png;#55 - Dom Tiago Stanislaw.png
