Programa;Episódio;Título;Convidado;YouTube;Canva (edição);Página Canva;Drive (ver);Drive (download);Download direto (PNG);Arquivo
Anima Podcast Saúde;#6;É doença ou falta de ferro?;Tuane Villela;https://youtu.be/aAomOwA283s;https://www.canva.com/design/DAHVfOFIveo/edit?page=4;4;https://drive.google.com/file/d/1lc0xNy5R0qGJuqKafJDiPXc2cgiUZP3k/view;https://drive.google.com/uc?export=download&id=1lc0xNy5R0qGJuqKafJDiPXc2cgiUZP3k;https://audiovisual-anima.github.io/thumbs-anima/saude/png/6.png;#6 - Tuane Villela.png
Anima Podcast Saúde;#7;Sinais de alerta do autismo;Angélica Ávila;https://youtu.be/nk75BC7L090;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=2;2;https://drive.google.com/file/d/1PjtONBhpnxutm0EMiiA9563aU6-9zQQ_/view;https://drive.google.com/uc?export=download&id=1PjtONBhpnxutm0EMiiA9563aU6-9zQQ_;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e7.png;#7 - Angélica Ávila.png
Anima Podcast Saúde;#8;Por que estamos tão ansiosos?;Bruno Lamoglia;https://youtu.be/RmY6r3sZxGo;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=3;3;https://drive.google.com/file/d/1IJHRGSm-no7G8d6nCzMr7gPFW-_gAT4a/view;https://drive.google.com/uc?export=download&id=1IJHRGSm-no7G8d6nCzMr7gPFW-_gAT4a;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e8.png;#8 - Bruno Lamoglia.png
Anima Podcast Saúde;#9;Medicina com propósito;Gil Gabriel;https://youtu.be/TtHGdvUx4s8;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=4;4;https://drive.google.com/file/d/1v621vBp2rWYU9BTWQjn6iQvT-XBS6U1Q/view;https://drive.google.com/uc?export=download&id=1v621vBp2rWYU9BTWQjn6iQvT-XBS6U1Q;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e9.png;#9 - Gil Gabriel.png
Anima Podcast Saúde;#10;Como aliviar dores crônicas;Leonardo Avila;https://youtu.be/f6gPwWNvQDo;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=5;5;https://drive.google.com/file/d/1EPuyyHxpgij0TGbjtgO2T4-gsWnoIwpX/view;https://drive.google.com/uc?export=download&id=1EPuyyHxpgij0TGbjtgO2T4-gsWnoIwpX;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e10.png;#10 - Leonardo Avila.png
Anima Podcast Saúde;#11;Os 4 temperamentos no rosto;Clarissa Caramez;https://youtu.be/lBzF_ToyJ7Q;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=6;6;https://drive.google.com/file/d/1bY8uzetEJGiT4Tp_1QdWm1V0wlwtPv-z/view;https://drive.google.com/uc?export=download&id=1bY8uzetEJGiT4Tp_1QdWm1V0wlwtPv-z;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e11.png;#11 - Clarissa Caramez.png
Anima Podcast Saúde;#12;Como educar crianças autistas;Mariana Vilas Boas;https://youtu.be/KXU8KpgBsP4;https://www.canva.com/design/DAHVfOFIveo/edit?page=5;5;https://drive.google.com/file/d/1HHK-x0EEurakA5Yk-7FyxcaLYKjD9wdU/view;https://drive.google.com/uc?export=download&id=1HHK-x0EEurakA5Yk-7FyxcaLYKjD9wdU;https://audiovisual-anima.github.io/thumbs-anima/saude/png/12.png;#12 - Mariana Vilas Boas.png
Anima Podcast Saúde;#13;A verdade sobre o emagrecimento;Tamiris Rachid;https://youtu.be/8FIVIiPq0JA;https://www.canva.com/design/DAHVfOFIveo/edit?page=6;6;https://drive.google.com/file/d/1khfe_OluWFgfU94bnI1cZhHu-xIUkR0G/view;https://drive.google.com/uc?export=download&id=1khfe_OluWFgfU94bnI1cZhHu-xIUkR0G;https://audiovisual-anima.github.io/thumbs-anima/saude/png/13.png;#13 - Tamiris Rachid.png
Anima Podcast Saúde;#14;Fé e ciência: o método Billings;Pâmela Schitine;https://youtu.be/zTLwUoWv-nY;https://www.canva.com/design/DAHVfOFIveo/edit?page=7;7;https://drive.google.com/file/d/1yO4vjiKLu7LrrQcJe56B9rqkJ_UJjx_U/view;https://drive.google.com/uc?export=download&id=1yO4vjiKLu7LrrQcJe56B9rqkJ_UJjx_U;https://audiovisual-anima.github.io/thumbs-anima/saude/png/14.png;#14 - Pâmela Schitine.png
Anima Podcast Saúde;#15;A batalha da dor crônica;Flávia Nascimento;https://youtu.be/EJf2pvO65zU;https://www.canva.com/design/DAHVfOFIveo/edit?page=8;8;https://drive.google.com/file/d/1RMKG6Jqx8CoLBzaUKuN0RbGddZJCKEsM/view;https://drive.google.com/uc?export=download&id=1RMKG6Jqx8CoLBzaUKuN0RbGddZJCKEsM;https://audiovisual-anima.github.io/thumbs-anima/saude/png/15.png;#15 - Flávia Nascimento.png
Anima Podcast Saúde;#16;Medicina e espiritualidade;Bruno Farnetano;https://youtu.be/-Jko0tarEro;https://www.canva.com/design/DAHVfOFIveo/edit?page=9;9;https://drive.google.com/file/d/1s3hDGFvLPjRdtFtY4ookpu1Y8PlvAi_b/view;https://drive.google.com/uc?export=download&id=1s3hDGFvLPjRdtFtY4ookpu1Y8PlvAi_b;https://audiovisual-anima.github.io/thumbs-anima/saude/png/16.png;#16 - Bruno Farnetano.png
Anima Podcast Saúde;#17;Como os hormônios afetam você;Diogo Viana;https://youtu.be/03i7XWQSx74;https://www.canva.com/design/DAHVfOFIveo/edit?page=10;10;https://drive.google.com/file/d/1z9_8I-IasU64KTv5zzdPYJVixHRvFthM/view;https://drive.google.com/uc?export=download&id=1z9_8I-IasU64KTv5zzdPYJVixHRvFthM;https://audiovisual-anima.github.io/thumbs-anima/saude/png/17.png;#17 - Diogo Viana.png
Anima Podcast Saúde;#18;Emagrecer só com cirurgia?;Cris Alberti;https://youtu.be/bzvtsxcB2N4;https://www.canva.com/design/DAHVfOFIveo/edit?page=11;11;https://drive.google.com/file/d/1vT0qWzpZZ7kvFetqhwie_O7ragYbSmOu/view;https://drive.google.com/uc?export=download&id=1vT0qWzpZZ7kvFetqhwie_O7ragYbSmOu;https://audiovisual-anima.github.io/thumbs-anima/saude/png/18.png;#18 - Cris Alberti.png
Anima Podcast Saúde;#19;Aumente a fertilidade de forma natural;Eduardo Honorato;https://youtu.be/NemdB5yDfO4;https://www.canva.com/design/DAHVfOFIveo/edit?page=12;12;https://drive.google.com/file/d/1pM5GJbzvnprVOzXHJ-G9yYYi7mBzyOuk/view;https://drive.google.com/uc?export=download&id=1pM5GJbzvnprVOzXHJ-G9yYYi7mBzyOuk;https://audiovisual-anima.github.io/thumbs-anima/saude/png/19.png;#19 - Eduardo Honorato.png
Anima Podcast Saúde;#20;A verdade sobre a maternidade;Bianca Quevedo;https://youtu.be/NTvwq18J82M;https://www.canva.com/design/DAHVfOFIveo/edit?page=13;13;https://drive.google.com/file/d/1S2X-or4I0eXxGZ4t-9XpwwaOQeSKRfEW/view;https://drive.google.com/uc?export=download&id=1S2X-or4I0eXxGZ4t-9XpwwaOQeSKRfEW;https://audiovisual-anima.github.io/thumbs-anima/saude/png/20.png;#20 - Bianca Quevedo.png
Anima Podcast Saúde;#21;Saúde pélvica: cuidados e terapias;Michelle Paixão;https://youtu.be/9OhtwcpKhqY;https://www.canva.com/design/DAHVfOFIveo/edit?page=14;14;https://drive.google.com/file/d/1xC-THkbkfbbGkhGjsCddnVMy_0vJFUTv/view;https://drive.google.com/uc?export=download&id=1xC-THkbkfbbGkhGjsCddnVMy_0vJFUTv;https://audiovisual-anima.github.io/thumbs-anima/saude/png/21.png;#21 - Michelle Paixão.png
Anima Podcast Saúde;#22;A saúde segundo Santa Hildegarda;Priscila Antunes;https://youtu.be/gOBVOrjqcW8;https://www.canva.com/design/DAHVfOFIveo/edit?page=15;15;https://drive.google.com/file/d/1Yp0AGPkk1G_rGjS4nXgOxea8OXez-nRk/view;https://drive.google.com/uc?export=download&id=1Yp0AGPkk1G_rGjS4nXgOxea8OXez-nRk;https://audiovisual-anima.github.io/thumbs-anima/saude/png/22.png;#22 - Priscila Antunes.png
Anima Podcast Saúde;#23;Desfralde tardio e doenças;Aureanne Villacorta;https://youtu.be/4viMm6EdCSE;https://www.canva.com/design/DAHVfOFIveo/edit?page=16;16;https://drive.google.com/file/d/17A1mVFHoAw97GU-I3s8pUDfbWYgygBtl/view;https://drive.google.com/uc?export=download&id=17A1mVFHoAw97GU-I3s8pUDfbWYgygBtl;https://audiovisual-anima.github.io/thumbs-anima/saude/png/23.png;#23 - Aureanne Villacorta.png
Anima Podcast Saúde;#24;Fertilidade feminina sem mistérios;Filipe Duarte;https://youtu.be/N4ypltLGvm4;https://www.canva.com/design/DAHVfOFIveo/edit?page=17;17;https://drive.google.com/file/d/1AW-POFTjDF8DFuXlePQfGN_6tfQlf2Yn/view;https://drive.google.com/uc?export=download&id=1AW-POFTjDF8DFuXlePQfGN_6tfQlf2Yn;https://audiovisual-anima.github.io/thumbs-anima/saude/png/24.png;#24 - Filipe Duarte.png
Anima Podcast Saúde;#25;Não é só gordurinha no fígado;Anderson Brito;https://youtu.be/-cOwNX9wwYI;https://www.canva.com/design/DAHVfOFIveo/edit?page=18;18;https://drive.google.com/file/d/1HcSJGB_e2-62miNx5LFcvLxhKl30CMTd/view;https://drive.google.com/uc?export=download&id=1HcSJGB_e2-62miNx5LFcvLxhKl30CMTd;https://audiovisual-anima.github.io/thumbs-anima/saude/png/25.png;#25 - Anderson Brito.png
Anima Podcast Saúde;#26;Sua saúde começa no intestino;Roberta Rigueira;https://youtu.be/oVaMeIEwZcw;https://www.canva.com/design/DAHVfOFIveo/edit?page=19;19;https://drive.google.com/file/d/1niACEYGeJO3AxGlY2xzEVwyMBOC-NsNL/view;https://drive.google.com/uc?export=download&id=1niACEYGeJO3AxGlY2xzEVwyMBOC-NsNL;https://audiovisual-anima.github.io/thumbs-anima/saude/png/26.png;#26 - Roberta Rigueira.png
Anima Podcast Saúde;#27;Consultório médico de sucesso;Clara Morena;https://youtu.be/S9MO3CZQLtc;https://www.canva.com/design/DAHVfOFIveo/edit?page=20;20;https://drive.google.com/file/d/1DP-ZOnsaW6c89WPgh1CeTVpJMAdzocZh/view;https://drive.google.com/uc?export=download&id=1DP-ZOnsaW6c89WPgh1CeTVpJMAdzocZh;https://audiovisual-anima.github.io/thumbs-anima/saude/png/27.png;#27 - Clara Morena.png
Anima Podcast Saúde;#28;Hormônios e a saúde feminina;Leonardo Jacobsen;https://youtu.be/bKIaVqstvRs;https://www.canva.com/design/DAHVfOFIveo/edit?page=21;21;https://drive.google.com/file/d/11-MWEAhOp1hcG2pUlfmEko8ZIm0dTnu6/view;https://drive.google.com/uc?export=download&id=11-MWEAhOp1hcG2pUlfmEko8ZIm0dTnu6;https://audiovisual-anima.github.io/thumbs-anima/saude/png/28.png;#28 - Leonardo Jacobsen.png
Anima Podcast Saúde;#29;O valor da vida humana;Carolina Delage;https://youtu.be/UlOHMw676s0;https://www.canva.com/design/DAHVfOFIveo/edit?page=22;22;https://drive.google.com/file/d/1oHGcmeKbHZspwq8KCW5uxJLryodHmOzE/view;https://drive.google.com/uc?export=download&id=1oHGcmeKbHZspwq8KCW5uxJLryodHmOzE;https://audiovisual-anima.github.io/thumbs-anima/saude/png/29.png;#29 - Carolina Delage.png
Anima Podcast Saúde;#30;Infertilidade: quando buscar a terapia?;Felipe Magalhães;https://youtu.be/jvuTq8hytR8;https://www.canva.com/design/DAHVfOFIveo/edit?page=23;23;https://drive.google.com/file/d/18Kud4w9rSMO3pn8S0MYWsJFPd8hHHU6u/view;https://drive.google.com/uc?export=download&id=18Kud4w9rSMO3pn8S0MYWsJFPd8hHHU6u;https://audiovisual-anima.github.io/thumbs-anima/saude/png/30.png;#30 - Felipe Magalhães.png
Anima Podcast Saúde;#31;Câncer de pele: diagnóstico precoce;Caroline Brandão;https://youtu.be/GPRtg_kwVZk;https://www.canva.com/design/DAHVfOFIveo/edit?page=24;24;https://drive.google.com/file/d/1-s67KIwkUCqSedo6t8GgSbJbuwsvMYLC/view;https://drive.google.com/uc?export=download&id=1-s67KIwkUCqSedo6t8GgSbJbuwsvMYLC;https://audiovisual-anima.github.io/thumbs-anima/saude/png/31.png;#31 - Caroline Brandão.png
Anima Podcast Saúde;#32;Dormir bem transforma tudo;Isabel Braga;https://youtu.be/tvj54udXdzc;https://www.canva.com/design/DAHVfOFIveo/edit?page=25;25;https://drive.google.com/file/d/1_GWlnDrcX2WFhz61kCCsCg3xbuLjg1SW/view;https://drive.google.com/uc?export=download&id=1_GWlnDrcX2WFhz61kCCsCg3xbuLjg1SW;https://audiovisual-anima.github.io/thumbs-anima/saude/png/32.png;#32 - Isabel Braga.png
Anima Podcast Saúde;#33;Cuide bem do seu coração;Rodrigo Reis;https://youtu.be/3UieliKQi90;https://www.canva.com/design/DAHVfOFIveo/edit?page=26;26;https://drive.google.com/file/d/1CXNalPbKewDVi-ln76R1dfS5MIq27jFo/view;https://drive.google.com/uc?export=download&id=1CXNalPbKewDVi-ln76R1dfS5MIq27jFo;https://audiovisual-anima.github.io/thumbs-anima/saude/png/33.png;#33 - Rodrigo Reis.png
Anima Podcast Saúde;#34;A saúde mental do seu filho;Marcelo Masruha;https://youtu.be/V4-mUPCkQZQ;https://www.canva.com/design/DAHVfOFIveo/edit?page=27;27;https://drive.google.com/file/d/1JLIT7bsWgqR7AKctO5WI6f54Ytknv6jW/view;https://drive.google.com/uc?export=download&id=1JLIT7bsWgqR7AKctO5WI6f54Ytknv6jW;https://audiovisual-anima.github.io/thumbs-anima/saude/png/34.png;#34 - Marcelo Masruha.png
Anima Podcast Saúde;#35;Cuide bem dos seus olhos;Leonardo Fontana;https://youtu.be/OtKur3NXcuA;https://www.canva.com/design/DAHVfOFIveo/edit?page=28;28;https://drive.google.com/file/d/182xb0r-Na-3DkTiYv1VtkjrLmADqdEZn/view;https://drive.google.com/uc?export=download&id=182xb0r-Na-3DkTiYv1VtkjrLmADqdEZn;https://audiovisual-anima.github.io/thumbs-anima/saude/png/35.png;#35 - Leonardo Fontana.png
Anima Podcast Saúde;#36;Tudo sobre a saúde respiratória;Renato Azambuja;https://youtu.be/4AD-aQZhzW4;https://www.canva.com/design/DAHVfOFIveo/edit?page=29;29;https://drive.google.com/file/d/1p60dmTqEZtRBS6zS3KtNiuXyY-tdxrvr/view;https://drive.google.com/uc?export=download&id=1p60dmTqEZtRBS6zS3KtNiuXyY-tdxrvr;https://audiovisual-anima.github.io/thumbs-anima/saude/png/36.png;#36 - Renato Azambuja.png
Anima Podcast Saúde;#37;Tudo sobre o Alzheimer;Henrique Cal;https://youtu.be/NSuZ5pkcNoY;https://www.canva.com/design/DAHVfMMKZLI/edit?page=1;1;https://drive.google.com/file/d/1O9JMVU94qFBajyGIfwxmn2JNgC71ZKkw/view;https://drive.google.com/uc?export=download&id=1O9JMVU94qFBajyGIfwxmn2JNgC71ZKkw;https://audiovisual-anima.github.io/thumbs-anima/saude/png/37.png;#37 - Henrique Cal.png
Anima Podcast Saúde;#38;Tudo sobre a saúde infantil;Ana Carolina Goulart;https://youtu.be/IsbQ-eWGqzg;https://www.canva.com/design/DAHVfMMKZLI/edit?page=2;2;https://drive.google.com/file/d/1V5Q3vKqTxc6IHkkEWX4OQJ58AZCXBDl7/view;https://drive.google.com/uc?export=download&id=1V5Q3vKqTxc6IHkkEWX4OQJ58AZCXBDl7;https://audiovisual-anima.github.io/thumbs-anima/saude/png/38.png;#38 - Ana Carolina Goulart.png
Anima Podcast Saúde;#39;Depressão: a doença do século XXI;Dario Leitão;https://youtu.be/DNJoE3Hkghk;https://www.canva.com/design/DAHVfMMKZLI/edit?page=3;3;https://drive.google.com/file/d/1ibkXc3GZHa0KHmElM94J7MjtpuMRUlLk/view;https://drive.google.com/uc?export=download&id=1ibkXc3GZHa0KHmElM94J7MjtpuMRUlLk;https://audiovisual-anima.github.io/thumbs-anima/saude/png/39.png;#39 - Dario Leitão.png
Anima Podcast Saúde;#40;Nutrição para cada temperamento;Carol Barros;https://youtu.be/fEO-0upusZo;https://www.canva.com/design/DAHVfMMKZLI/edit?page=4;4;https://drive.google.com/file/d/1rNkm7m0Rb6rzWTYoCVri1_JGv1qWHSIJ/view;https://drive.google.com/uc?export=download&id=1rNkm7m0Rb6rzWTYoCVri1_JGv1qWHSIJ;https://audiovisual-anima.github.io/thumbs-anima/saude/png/40.png;#40 - Carol Barros.png
Anima Podcast Saúde;#41;Endometriose: quando operar?;Lucas Vinhas;https://youtu.be/oypPw2mzMQM;https://www.canva.com/design/DAHVfMMKZLI/edit?page=5;5;https://drive.google.com/file/d/1NPWb432dp5RUt8rbohXDhtGZHoFfSZjf/view;https://drive.google.com/uc?export=download&id=1NPWb432dp5RUt8rbohXDhtGZHoFfSZjf;https://audiovisual-anima.github.io/thumbs-anima/saude/png/41.png;#41 - Lucas Vinhas.png
Anima Podcast Saúde;#42;Burnout;Paula Campozan;https://youtu.be/0NKwFQhp52s;https://www.canva.com/design/DAHVfMMKZLI/edit?page=6;6;https://drive.google.com/file/d/1VkWmCpVdlfhrul5_jAzQIkFVkx8_xj1p/view;https://drive.google.com/uc?export=download&id=1VkWmCpVdlfhrul5_jAzQIkFVkx8_xj1p;https://audiovisual-anima.github.io/thumbs-anima/saude/png/42.png;#42 - Paula Campozan.png
Anima Podcast Saúde;#43;Varizes: causas e soluções;Carina Brandão;https://youtu.be/NKNN4XZsHE8;https://www.canva.com/design/DAHVfMMKZLI/edit?page=7;7;https://drive.google.com/file/d/1xoNI81H9XsDF0SoYFb5p-B3beywrk12E/view;https://drive.google.com/uc?export=download&id=1xoNI81H9XsDF0SoYFb5p-B3beywrk12E;https://audiovisual-anima.github.io/thumbs-anima/saude/png/43.png;#43 - Carina Brandão.png
Anima Podcast Saúde;#44;Ultrassom na gravidez;Heron Werner;https://youtu.be/dz8NPQAx2kY;https://www.canva.com/design/DAHVfMMKZLI/edit?page=8;8;https://drive.google.com/file/d/1jpRPWGPfHP0UTcXgWnuEXs5jYQ6RG8wE/view;https://drive.google.com/uc?export=download&id=1jpRPWGPfHP0UTcXgWnuEXs5jYQ6RG8wE;https://audiovisual-anima.github.io/thumbs-anima/saude/png/44.png;#44 - Heron Werner.png
Anima Podcast Saúde;#45;Controle sua ansiedade;João Marcos;https://youtu.be/Qov3ZQQMomI;https://www.canva.com/design/DAHVfMMKZLI/edit?page=9;9;https://drive.google.com/file/d/1hfjJGpCBAj_79NzIeMp3GmwVbq7z9FbS/view;https://drive.google.com/uc?export=download&id=1hfjJGpCBAj_79NzIeMp3GmwVbq7z9FbS;https://audiovisual-anima.github.io/thumbs-anima/saude/png/45.png;#45 - João Marcos.png
Anima Podcast Saúde;#46;A transição da menopausa;Isabela Bussade;https://youtu.be/phZohDqtjhs;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=7;7;https://drive.google.com/file/d/10kEh4MjXAY0uohotM-3NJ9RcYrto01Sl/view;https://drive.google.com/uc?export=download&id=10kEh4MjXAY0uohotM-3NJ9RcYrto01Sl;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e46.png;#46 - Isabela Bussade.png
Anima Podcast Saúde;#47;A psicologia dos hábitos;Aline Cantarelli;https://youtu.be/BftLTzYV5UQ;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=8;8;https://drive.google.com/file/d/1Y8-WTy-CFnk94VzbKRbMYVaaG1Ca23cz/view;https://drive.google.com/uc?export=download&id=1Y8-WTy-CFnk94VzbKRbMYVaaG1Ca23cz;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e47.png;#47 - Aline Cantarelli.png
Anima Podcast Saúde;#48;Cuidados com a pele na gestação;Bruno Messias;https://youtu.be/UjqT1GkZc3g;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=9;9;https://drive.google.com/file/d/1WCQNLrbyOaHL0PfSRe7wI3T0IR0HsMrf/view;https://drive.google.com/uc?export=download&id=1WCQNLrbyOaHL0PfSRe7wI3T0IR0HsMrf;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e48.png;#48 - Bruno Messias.png
Anima Podcast Saúde;#49;Você está inflamada?;Géssica Andrade;https://youtu.be/zjVIILeHO4s;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=10;10;https://drive.google.com/file/d/10LLGzDp8KbJ_9wJlgrbHUkQwWuTiCaEw/view;https://drive.google.com/uc?export=download&id=10LLGzDp8KbJ_9wJlgrbHUkQwWuTiCaEw;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e49.png;#49 - Géssica Andrade.png
Anima Podcast Saúde;#50;O segredo da longevidade;Erika Vidal;https://youtu.be/c_GM_AichRU;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=11;11;https://drive.google.com/file/d/1zjMkxbJcPzKYBTrXdZvmdA0NoBLMH5YY/view;https://drive.google.com/uc?export=download&id=1zjMkxbJcPzKYBTrXdZvmdA0NoBLMH5YY;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e50.png;#50 - Erika Vidal.png
Anima Podcast Saúde;#51;Cardio ou musculação?;Tony Geremias;https://youtu.be/rmStVMjdBQA;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=12;12;https://drive.google.com/file/d/1Joy0gRX2pb8kvkGVZmIjGhwfYL7-yA4F/view;https://drive.google.com/uc?export=download&id=1Joy0gRX2pb8kvkGVZmIjGhwfYL7-yA4F;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e51.png;#51 - Tony Geremias.png
Anima Podcast Saúde;#52;Câncer de intestino;Clarisse Casali;https://youtu.be/Fj00CaWzB2A;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=13;13;https://drive.google.com/file/d/1_7lvAuIQhOCvOJo0y4dow1Zx2rpSsCXB/view;https://drive.google.com/uc?export=download&id=1_7lvAuIQhOCvOJo0y4dow1Zx2rpSsCXB;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e52.png;#52 - Clarisse Casali.png
Anima Podcast Saúde;#53;Anticoncepcional, SOP e endometriose;Gabriel Arreguy;https://youtu.be/Z1vPnDNOilQ;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=14;14;https://drive.google.com/file/d/1e-RB7u9uPAdGgtSo2WhoYM2fckxMtAky/view;https://drive.google.com/uc?export=download&id=1e-RB7u9uPAdGgtSo2WhoYM2fckxMtAky;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e53.png;#53 - Gabriel Arreguy.png
Anima Podcast Saúde;#54;Como vencer o vício em nicotina;Lourenço Alencar e Luísa Peleja;https://youtu.be/cXpBnC7f_Ks;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=15;15;https://drive.google.com/file/d/1wIJ59dphEbUEe_PaVIybBKfnmHDim0zY/view;https://drive.google.com/uc?export=download&id=1wIJ59dphEbUEe_PaVIybBKfnmHDim0zY;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e54.png;#54 - Lourenço Alencar e Luísa Peleja.png
Anima Podcast Saúde;#55;Tudo sobre o diabetes;Rodrigo Mendes;https://youtu.be/zIbem2D7O_I;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=16;16;https://drive.google.com/file/d/1cObOgkxHOmybODbMsJMxrj7UInRqMpZM/view;https://drive.google.com/uc?export=download&id=1cObOgkxHOmybODbMsJMxrj7UInRqMpZM;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e55.png;#55 - Rodrigo Mendes.png
Anima Podcast Saúde;#56;Dor na relação e o prazer;Dalila Faleiro;https://youtu.be/qxQcaD8V_ac;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=17;17;https://drive.google.com/file/d/1ux3aMYrYD8ZIR1f23M9XSVaeYJJW8y3g/view;https://drive.google.com/uc?export=download&id=1ux3aMYrYD8ZIR1f23M9XSVaeYJJW8y3g;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e56.png;#56 - Dalila Faleiro.png
Anima Podcast Saúde;#57;Engravidar com SOP;Caroline Cristofari;https://youtu.be/3pxWlpaUL3I;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=18;18;https://drive.google.com/file/d/1Xq0V1fx-99eDzxvfIn3QZtBH9e458ctc/view;https://drive.google.com/uc?export=download&id=1Xq0V1fx-99eDzxvfIn3QZtBH9e458ctc;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e57.png;#57 - Caroline Cristofari.png
Anima Podcast Saúde;#58;Como identificar um narcisista;Rachel Rebouças;https://youtu.be/W_Za0F3LEBE;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=19;19;https://drive.google.com/file/d/1FtnDvmDRzCF5yzdbCTlvQFfIoDhS_Q7s/view;https://drive.google.com/uc?export=download&id=1FtnDvmDRzCF5yzdbCTlvQFfIoDhS_Q7s;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e58.png;#58 - Rachel Rebouças.png
Anima Podcast Saúde;#59;Mitos sobre a fertilidade;Fernanda Tofoli;https://youtu.be/g_s-p93r8kg;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=20;20;https://drive.google.com/file/d/1jQOD9ZKjtLVVHlC3obZwImAdH8dy2av8/view;https://drive.google.com/uc?export=download&id=1jQOD9ZKjtLVVHlC3obZwImAdH8dy2av8;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e59.png;#59 - Fernanda Tofoli.png
Anima Podcast Saúde;#60;Segredos de uma gravidez saudável;Bruna Pitaluga;https://youtu.be/5iIbyQG2veI;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=21;21;https://drive.google.com/file/d/1o_7K_d9ldM3FDKUORCAbFJBa3HBAJj4Y/view;https://drive.google.com/uc?export=download&id=1o_7K_d9ldM3FDKUORCAbFJBa3HBAJj4Y;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e60.png;#60 - Bruna Pitaluga.png
Anima Podcast Saúde;#61;Sua boca afeta toda a saúde;Bella Gurgel;https://youtu.be/GcAbYiM7b3c;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=22;22;https://drive.google.com/file/d/1ZwzPK1wF3-db7xqugrPJJY7nFUyFJtQk/view;https://drive.google.com/uc?export=download&id=1ZwzPK1wF3-db7xqugrPJJY7nFUyFJtQk;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e61.png;#61 - Bella Gurgel.png
Anima Podcast Saúde;#62;Uma gestação saudável;Elisabete Pinheiro;https://youtu.be/VgUg4O-uoBA;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=23;23;https://drive.google.com/file/d/1oTicbvXAHg2aWJ5J4ijlxsJikMkblvYa/view;https://drive.google.com/uc?export=download&id=1oTicbvXAHg2aWJ5J4ijlxsJikMkblvYa;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e62.png;#62 - Elisabete Pinheiro.png
Anima Podcast Saúde;#63;Proteja a sua memória;Rafaelly Faitanin;https://youtu.be/q36VQ5bTN1w;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=24;24;https://drive.google.com/file/d/1cy1PVoZszY5Dsb7Bs_-Lm6sYxMGBq_jJ/view;https://drive.google.com/uc?export=download&id=1cy1PVoZszY5Dsb7Bs_-Lm6sYxMGBq_jJ;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e63.png;#63 - Rafaelly Faitanin.png
Anima Podcast Saúde;#64;Maternidade real e saúde mental;Letícia Cazarré;https://youtu.be/WxCNKKitVcs;https://www.canva.com/design/DAHT5dd2JhQ/edit?page=25;25;https://drive.google.com/file/d/12RSFI2NzJCTZLp_K1azOLjNGrGQXIRa1/view;https://drive.google.com/uc?export=download&id=12RSFI2NzJCTZLp_K1azOLjNGrGQXIRa1;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e64.png;#64 - Letícia Cazarré.png
